id,x,y,empire id,star type
122,85.143555,138.324203,40,WHITE,Deneth
123,184.138474,131.772217,41,YELLOW,Prime
124,181.736206,133.486969,41,ORANGE,Tarod
125,183.352997,129.520920,-1,PURPLE,
126,165.174774,115.400307,42,YELLOW,Collosson
127,168.068802,115.886871,42,YELLOW,58 Serpens
128,163.910294,113.830261,-1,BLUE,
129,10.748889,26.228878,0,RED,Coleopteron
130,7.988209,26.451992,0,WHITE,Kayal
131,11.891891,27.938082,0,ORANGE,Yaxha
132,114.495399,115.947678,44,RED,Bruin
133,114.567581,118.692253,44,RED,Bat
134,113.401825,114.278770,-1,BLUE,
135,143.734085,13.423147,45,ORANGE,Abyssal
136,146.378647,13.709979,45,WHITE,Andrath
137,141.815567,12.977920,45,YELLOW,Limlight
138,52.856716,46.334633,46,ORANGE,Aviar
139,51.111534,44.444057,46,RED,Hori
140,54.724323,45.679768,-1,WHITE,
141,153.115326,115.055794,47,RED,Yailaria
142,154.672409,116.906761,47,RED,Sadalsuud
143,152.443924,112.859909,47,RED,Alnair
144,47.461189,29.589308,0,RED,Geode
145,44.814808,29.876827,0,RED,Tanzan
146,47.337658,31.809612,0,RED,Agrell
147,70.936592,111.882111,49,ORANGE,Neura
148,73.301735,111.324776,49,RED,Mayr
149,68.143745,112.395729,49,WHITE,Liebig
150,6.380891,10.829842,-1,ORANGE,Orion
151,3.967949,9.301314,0,YELLOW,Joule
152,5.155659,12.738283,0,BLUE,Mendel
153,7.465446,21.302170,0,YELLOW,Virchow
154,4.322507,55.435322,-1,BLUE,
155,6.159016,53.920048,0,BLUE,Sulphur
156,6.575961,60.965012,9,RED,Taresia
157,6.259371,69.352852,9,RED,Rura
158,6.267334,74.979439,9,ORANGE,Balancar
159,8.036042,84.508919,19,BLUE,Keleth
160,7.597510,94.636696,19,RED,Mesanth
161,3.664464,95.381058,19,RED,Saphira
162,3.279229,102.628159,19,BLUE,Kisenth
163,6.237610,108.906593,19,RED,Nighith
164,3.729564,109.534134,19,BLUE,Cordath
165,3.563393,107.039345,19,BLUE,Kyloth
166,5.898337,115.025360,19,RED,Mekarth
167,8.101857,114.927536,19,ORANGE,Corduth
168,6.468272,119.074738,19,WHITE,Heralth
169,4.395688,127.081100,19,ORANGE,Jeruth
170,8.085162,136.899948,19,BLUE,Carinth
171,12.140129,5.178193,0,RED,Alvarez
172,8.767949,5.769194,0,RED,Pasteur
173,13.604811,6.939596,-1,BLUE,
174,12.409637,8.582024,0,RED,Bardeen
175,14.117402,12.069958,0,ORANGE,Newton
176,12.830141,35.320972,0,RED,Phenak
177,16.225004,35.056435,0,PURPLE,Tekt
178,13.310112,39.911919,0,ORANGE,Danbur
179,12.549664,37.736355,0,BLUE,Lepidol
180,10.305725,46.125656,0,WHITE,Agate
181,12.403899,47.431747,0,YELLOW,Seraphin
182,12.820573,53.528454,0,RED,Pyr
183,8.795189,53.591625,-1,PURPLE,
184,8.696255,51.082844,0,ORANGE,Triphyl
185,14.973302,53.954693,0,YELLOW,Tugtup
186,13.233124,61.876160,9,RED,Pernaia
187,9.796192,70.843285,9,YELLOW,Umoth
188,13.045800,68.858322,9,YELLOW,Hemikek
189,11.091177,77.947632,9,RED,Salva
190,15.340172,81.956474,19,YELLOW,Tamenth
191,10.577934,86.259506,19,ORANGE,Messenth
192,14.752316,88.898849,19,ORANGE,Avrae
193,12.103897,88.232979,19,ORANGE,Hirador
194,11.657879,96.312653,19,RED,Vorlianth
195,13.938431,97.389816,19,ORANGE,Inilth
196,14.658937,93.861542,19,RED,Nveryll
197,11.823963,101.930557,19,YELLOW,Raziel
198,8.181396,104.212059,19,BLUE,Shuvirth
199,14.370552,101.994041,19,ORANGE,Seddrinth
200,12.324209,110.364891,19,RED,Vezoth
201,16.090336,105.891174,19,ORANGE,Zoralth
202,9.383250,113.014915,19,RED,Medreth
203,14.878057,118.724998,-1,BLUE,
204,13.327133,117.577530,19,RED,Tessith
205,8.176155,124.007248,19,ORANGE,Razeth
206,10.507444,125.164536,19,WHITE,Maylanth
207,8.874434,132.921631,19,ORANGE,Ciamath
208,10.715054,134.388657,19,RED,Ninarth
209,22.891117,5.627011,0,RED,Priestley
210,17.083942,3.145815,0,ORANGE,Wilson
211,22.915752,10.427124,0,RED,Kinsey
212,19.778683,9.895290,0,YELLOW,Kraepelin
213,24.334633,17.659943,0,RED,Kelvin
214,16.782246,12.784773,-1,BLUE,
215,19.791277,16.866358,0,RED,Born
216,20.079456,14.558149,0,YELLOW,Selye
217,22.187176,20.173141,-1,WHITE,
218,18.882320,26.352205,0,YELLOW,Scapol
219,19.732979,34.685631,0,RED,Tourmal
220,19.727707,41.719902,-1,PURPLE,
221,23.327501,43.012100,0,PURPLE,Ceruss
222,20.096954,37.386311,0,RED,Sardonyx
223,22.416222,54.753448,0,RED,Hotta
224,22.271324,50.356388,0,BLUE,Andalus
225,22.014313,59.153610,0,YELLOW,Sengoku
226,20.853182,65.498489,9,RED,Ilecom
227,19.213348,62.391247,14,ORANGE,Sakurai
228,20.228497,69.133377,-1,PURPLE,
229,23.966125,69.447182,9,YELLOW,Heva
230,21.968729,71.789467,9,ORANGE,Minnobia
231,19.231638,74.968269,9,BLUE,Titus
232,23.950743,78.875809,19,YELLOW,Apophis
233,22.304443,76.543411,19,RED,Parath
234,21.948812,83.441048,-1,ORANGE,
235,22.777473,80.622154,19,BLUE,Cennuth
236,23.131283,86.839539,19,BLUE,Meseth
237,19.156775,95.270927,19,RED,Gavarenth
238,18.724003,98.010361,19,BLUE,Teminth
239,24.075768,104.017044,19,BLUE,Cithyth
240,24.389416,107.888596,15,RED,49 Hydra
241,18.340601,114.506508,19,YELLOW,Shalerth
242,22.856371,112.241692,-1,RED,71 Pisces
243,21.022867,113.379547,19,RED,13 Lyra
244,17.929058,124.008751,19,YELLOW,Kemoth
245,23.201296,133.178009,19,WHITE,Taenth
246,23.348948,131.228928,19,ORANGE,Tuelonth
247,18.932384,131.008148,19,RED,Kevalth
248,31.684488,7.658943,0,RED,Bayliss
249,24.931906,11.643974,0,ORANGE,Galilei
250,31.974304,13.210812,0,RED,Franklin
251,26.681555,26.764091,0,RED,Sugil
252,27.714766,29.123783,0,RED,Jade
253,31.949940,36.365040,-1,RED,
254,26.502821,33.648178,0,RED,Hureaul
255,28.752892,40.240517,0,RED,Larimar
256,31.762562,40.723434,35,PURPLE,Xpuhil
257,24.643726,46.366661,0,BLUE,Gwathlo
258,27.352745,43.695316,0,RED,Nindalf
259,26.805178,46.482109,0,ORANGE,Lamedon
260,27.941685,53.668934,-1,WHITE,
261,30.829868,61.318550,14,YELLOW,Inagaki
262,32.526417,65.817245,18,ORANGE,Sphaler
263,29.673641,78.642151,19,RED,Tiolth
264,31.022486,83.476997,19,ORANGE,Soreth
265,29.879417,81.459450,19,ORANGE,Mylanth
266,27.697626,90.640869,19,BLUE,Visalth
267,29.130165,87.506012,19,RED,Morenth
268,24.706722,95.842369,19,YELLOW,Fundor
269,26.842951,95.364166,19,BLUE,Ferreth
270,28.700886,97.525780,19,YELLOW,Teovanth
271,32.628258,99.855591,15,ORANGE,15 Crater
272,32.373329,102.224739,19,ORANGE,53 Aquila
273,26.706234,100.465691,19,BLUE,Dulanth
274,32.525417,106.049294,15,RED,2 Lepus
275,27.989525,108.452301,19,ORANGE,Norruth
276,31.329767,111.892944,15,RED,43 Virgo
277,29.637245,116.260124,15,RED,39 Libra
278,32.550163,115.280800,15,WHITE,7 Corvus
279,29.615126,122.459373,-1,PURPLE,
280,27.330441,122.923065,-1,PURPLE,
281,25.107622,125.849121,19,RED,Lusolth
282,30.398550,124.886078,-1,YELLOW,
283,27.493845,125.092468,19,YELLOW,Inioth
284,28.452780,133.699265,19,RED,Xalanth
285,26.244909,135.020569,19,RED,Avantador
286,32.031265,133.157700,19,RED,Vellath
287,29.486641,130.175430,19,ORANGE,Rhaegos
288,28.940172,137.526398,19,ORANGE,Deneth
289,36.296806,3.140424,0,BLUE,Aristotle
290,38.820095,21.736427,0,RED,Mindolluin
291,35.392685,19.894539,-1,BLUE,
292,33.319191,29.695297,-1,BLUE,
293,39.392036,29.933247,0,PURPLE,Beryl
294,36.290905,31.374737,0,WHITE,Lepidol
295,35.160061,33.389183,0,WHITE,Kimberl
296,37.396137,47.483109,35,ORANGE,Mulchic
297,35.130684,44.739742,0,BLUE,Borug
298,32.932468,50.393044,0,ORANGE,Forodwaith
299,33.656586,56.853661,14,ORANGE,Doi
300,35.801331,62.265747,18,YELLOW,Goshen
301,37.810455,68.391136,18,ORANGE,Talc
302,37.154701,72.915726,18,RED,Mooka
303,35.736427,77.849663,18,ORANGE,Jade
304,38.493134,82.779854,18,PURPLE,Anthrac
305,35.372467,83.349136,18,ORANGE,Molybden
306,40.506283,89.265770,18,RED,Stromatol
307,38.553600,89.630768,22,YELLOW,Zinnath
308,33.728500,94.525398,19,PURPLE,Talurth
309,36.945271,99.832939,22,RED,Emelth
310,34.627216,99.010857,15,YELLOW,30 Sextans
311,38.248154,106.276871,15,ORANGE,3 Cepheus
312,35.035809,107.107086,15,ORANGE,39 Aries
313,39.233471,108.952942,15,BLUE,42 Pegasus
314,40.340706,114.382858,-1,BLUE,
315,33.403152,118.853333,-1,PURPLE,
316,37.472160,122.249245,-1,ORANGE,
317,33.820751,125.239540,-1,YELLOW,
318,38.592350,124.546371,-1,YELLOW,
319,36.466187,124.808517,19,ORANGE,Bevurth
320,40.515957,128.201645,-1,WHITE,
321,40.349625,135.571381,-1,YELLOW,
322,34.003082,132.587372,-1,PURPLE,
323,38.009865,136.032639,-1,PURPLE,
324,47.491947,4.306789,21,ORANGE,Rigilkent
325,42.870819,7.939330,0,ORANGE,Koch
326,42.381237,11.648174,21,RED,Betelguese
327,45.584446,10.955593,-1,ORANGE,
328,47.199383,9.138882,0,WHITE,Pavlov
329,42.512726,16.647367,21,ORANGE,Kitalpha
330,47.061844,15.009090,21,RED,Botein
331,44.967911,24.438835,0,RED,Anatase
332,43.135674,27.170942,0,YELLOW,Sodal
333,45.343555,33.531342,0,PURPLE,Zinc
334,46.697674,37.567478,0,ORANGE,Citrine
335,44.569256,40.235237,-1,ORANGE,
336,44.589703,44.433781,46,RED,Toda
337,41.302734,48.267136,35,YELLOW,Cerros
338,42.961735,49.894768,35,YELLOW,Ixkun
339,45.590034,59.075691,35,WHITE,Ixtelha
340,41.086121,59.070957,18,RED,Zircon
341,41.682579,56.614948,35,RED,Xtobo
342,45.245609,69.452911,18,ORANGE,Malach
343,42.117207,72.933830,18,BLUE,Onyx
344,41.629215,68.182205,18,RED,Zois
345,48.718937,76.554039,22,ORANGE,Ralarth
346,45.601002,74.279144,18,ORANGE,Garnet
347,45.499538,85.716476,-1,PURPLE,
348,41.326405,85.924660,18,ORANGE,Enstat
349,47.725006,90.105652,22,RED,Seddrinth
350,41.160019,95.517700,-1,RED,
351,47.165169,93.751266,22,ORANGE,Lioth
352,45.625237,99.212227,22,PURPLE,Carinth
353,44.826027,105.623810,15,WHITE,41 Hydra
354,41.558651,104.985779,15,YELLOW,37 Auriga
355,41.557587,112.810722,15,RED,5 Cepheus
356,47.898087,119.922958,-1,PURPLE,
357,45.875206,128.063446,15,YELLOW,6 Pisces
358,47.562294,124.850174,15,YELLOW,34 Auriga
359,48.264458,134.040390,15,RED,112 Taurus
360,45.129101,138.913528,-1,WHITE,
361,52.703011,5.842320,21,RED,Mothallah
362,55.619377,3.208500,21,ORANGE,Errai
363,51.803272,16.119205,4,RED,Pomuch
364,53.938538,12.996986,21,BLUE,Sheliak
365,56.580254,36.734310,48,ORANGE,Obsidian
366,54.962269,31.506018,48,RED,Amethyst
367,49.116680,42.510040,46,YELLOW,Adachi
368,54.485668,42.931385,46,ORANGE,Aso
369,55.042576,60.753117,35,RED,Oxtankah
370,51.752560,61.603832,18,BLUE,Cavans
371,53.410725,57.927986,18,RED,Kyan
372,56.092766,63.725330,35,RED,Chojolom
373,52.022663,69.428062,18,ORANGE,Sugil
374,51.446503,85.945984,22,BLUE,Vanlith
375,51.872929,81.636040,22,YELLOW,Hirador
376,53.052795,89.651566,22,YELLOW,Parath
377,51.263767,99.748352,22,YELLOW,Cadreinth
378,53.307289,105.299889,-1,WHITE,
379,54.834465,109.107079,22,WHITE,Nighith
380,51.270332,111.266884,22,RED,Jura
381,54.172119,117.402039,17,BLUE,Grogmar
382,52.807835,127.880974,17,YELLOW,Muk
383,49.068665,127.573311,15,ORANGE,58 Serpens
384,50.873508,124.040085,17,RED,Dulfish
385,50.322353,133.137268,17,ORANGE,Altug
386,54.878468,130.982574,17,YELLOW,Khargol
387,51.976971,138.143356,-1,RED,
388,65.354195,8.265087,4,YELLOW,Ixtatan
389,60.221497,6.848725,4,RED,Acanmul
390,62.269306,11.440475,4,BLUE,Joyanca
391,57.430241,16.526285,21,ORANGE,Maaz
392,63.406971,13.559055,4,ORANGE,Consacbe
393,57.772247,21.670799,4,BLUE,Okop
394,63.588547,18.607334,33,WHITE,Kurhah
395,58.624775,26.119913,33,RED,Saiph
396,63.468914,34.124077,33,RED,Alioth
397,61.997787,38.560619,-1,RED,
398,58.004135,40.933086,46,YELLOW,Hineno
399,64.190475,42.819626,48,PURPLE,Carnelian
400,60.262806,41.778000,48,ORANGE,Stromatol
401,60.918377,51.746777,28,ORANGE,Naito
402,60.535244,54.047760,18,BLUE,Sapphire
403,63.819912,61.105015,28,RED,Yoshida
404,64.154922,57.725342,28,ORANGE,Nikki
405,57.892845,67.009010,18,BLUE,Karibib
406,63.088898,67.737061,28,RED,Akechi
407,60.467934,70.016129,18,RED,Prehn
408,62.315453,78.677811,29,YELLOW,Draken
409,62.803970,74.693451,29,ORANGE,Campor
410,58.403843,98.401169,22,RED,Kayerith
411,61.443333,93.174583,22,ORANGE,Igirre
412,59.469944,92.962769,22,WHITE,Quoloth
413,62.595852,99.507500,22,RED,Keleth
414,57.333225,101.925217,22,WHITE,Inioth
415,59.244492,107.270676,22,YELLOW,Miath
416,65.178947,108.193230,49,ORANGE,Broglie
417,62.722740,107.966202,49,RED,Kinsey
418,65.746071,13.282650,4,ORANGE,Cerros
419,67.813217,13.987673,4,ORANGE,Actuncan
420,72.704231,13.021612,4,RED,Dzekilna
421,71.806725,22.077011,33,RED,Baham
422,71.236145,18.575281,4,PURPLE,Pechal
423,65.772270,28.735519,-1,WHITE,
424,69.265556,28.826916,33,BLUE,Enif
425,73.165268,26.082024,33,YELLOW,Mizar
426,67.071777,30.244541,33,BLUE,Homam
427,70.323448,40.170532,33,BLUE,Sulafat
428,66.500847,39.428844,33,ORANGE,Fomalhaut
429,72.176010,37.223183,33,ORANGE,Rastaban
430,71.788116,48.842606,28,ORANGE,Ina
431,67.897545,47.978546,28,ORANGE,Nishio
432,65.788010,52.904716,28,RED,Saito
433,67.073830,51.148769,28,ORANGE,Soga
434,68.622498,60.990135,28,BLUE,Taira
435,72.271896,71.666733,29,RED,Milika
436,69.605522,72.610466,29,ORANGE,Acamar
437,70.411392,68.253937,29,ORANGE,Hanoli
438,67.192299,70.523598,29,YELLOW,Toroth
439,68.790695,76.980202,29,RED,Feris
440,70.215012,79.147072,29,ORANGE,Tavela
441,65.412712,76.867836,29,WHITE,Arkaria
442,67.827820,88.911652,29,RED,Ingraham
443,72.410332,95.136520,36,YELLOW,11 Lepus
444,69.360718,93.804657,36,RED,27 Bootes
445,71.152161,102.213928,49,RED,Wundt
446,70.369354,107.451523,49,BLUE,Glashow
447,66.061066,106.091553,49,WHITE,Brahe
448,66.801727,120.068871,17,YELLOW,Muzgonk
449,67.774826,121.887993,17,WHITE,Bugrol
450,68.133972,128.322952,49,RED,Foucault
451,66.791344,125.062332,17,YELLOW,Shargam
452,70.007988,126.046097,17,YELLOW,Burguk
453,68.104195,130.637146,-1,BLUE,
454,69.488960,137.610535,40,ORANGE,Briam
455,77.355377,8.126997,4,ORANGE,Ichpich
456,75.618652,10.840639,4,ORANGE,Corona
457,76.515205,16.786211,4,YELLOW,Zacpeten
458,73.747643,21.087353,4,BLUE,Techoh
459,77.171852,20.242214,4,BLUE,Cancuen
460,76.314781,23.384247,4,PURPLE,Pixoy
461,73.605827,29.811539,33,RED,Sadalsuud
462,81.008736,35.271275,33,YELLOW,Dabih
463,76.937172,35.479343,4,BLUE,Xelha
464,79.878586,41.192860,-1,ORANGE,
465,79.691978,38.547295,4,RED,Itsimte
466,76.522324,45.471214,28,ORANGE,Jo
467,73.727936,53.705452,28,ORANGE,Adachi
468,73.761162,59.858707,2,WHITE,Uesugi
469,81.059174,59.662674,2,BLUE,Orpiment
470,76.651993,59.625977,2,RED,Titan
471,74.021500,62.217037,2,WHITE,Amber
472,77.877411,64.396996,2,RED,Chryso
473,78.645622,66.951172,2,ORANGE,Tekt
474,81.683495,72.746872,29,YELLOW,Inavar
475,74.296272,73.093903,29,RED,Rana
476,78.666107,74.805000,29,ORANGE,Mataline
477,80.274437,82.428650,29,RED,Ohniaka
478,77.670525,84.430466,29,WHITE,Iadora
479,81.706421,80.720589,29,ORANGE,Ktaris
480,74.292793,89.857338,29,ORANGE,Ornara
481,74.879738,96.377785,36,YELLOW,28 Serpens
482,78.173927,103.898582,-1,RED,
483,75.147408,100.619957,36,YELLOW,16 Bootes
484,75.014999,103.855049,36,RED,7 Sagitta
485,81.403824,102.884422,49,RED,Dirac
486,75.250740,108.913277,49,RED,Franklin
487,78.165466,114.657936,49,RED,Morgan
488,76.149414,114.627113,49,WHITE,Hopkins
489,76.063774,122.272598,49,RED,Pauling
490,80.921669,123.300186,49,WHITE,Gauss
491,75.588593,126.862465,49,ORANGE,Fermi
492,74.214394,132.349060,40,RED,Sunnulth
493,76.109642,138.415680,40,RED,Morenth
494,84.024254,7.810319,12,ORANGE,Joule
495,83.716705,28.835030,4,PURPLE,Chinaha
496,85.675102,33.997475,4,BLUE,Cahal
497,87.067772,36.441872,4,PURPLE,Kanki
498,83.156631,39.121140,28,YELLOW,Ishida
499,88.240860,38.635353,28,ORANGE,Sonoda
500,82.790588,44.115269,28,WHITE,Hondo
501,86.263924,55.435467,2,YELLOW,Lava
502,83.099686,59.541298,2,ORANGE,Hureaul
503,86.643486,63.121765,2,ORANGE,Oligo
504,89.028534,66.313805,2,ORANGE,Zois
505,84.259377,72.190033,29,ORANGE,Landris
506,86.756416,75.822578,29,RED,Caldonia
507,84.155510,77.415863,29,WHITE,Panora
508,84.458893,79.972588,29,ORANGE,Zeon
509,83.665649,83.544609,29,BLUE,Halee
510,85.172401,82.285172,29,BLUE,Jerido
511,83.733269,86.641190,29,WHITE,Adarak
512,88.406853,94.710724,29,BLUE,Tarellia
513,83.342316,98.489967,29,RED,Zytchin
514,85.055038,102.094894,29,ORANGE,Delvos
515,82.390442,112.850464,49,RED,Mendeleev
516,88.560051,111.778000,1,WHITE,Khargol
517,84.272446,114.191315,-1,RED,
518,81.928238,120.874161,49,ORANGE,Born
519,83.290550,118.218475,49,BLUE,Freud
520,89.104172,124.164940,-1,RED,
521,86.235382,125.368263,49,RED,Pasteur
522,91.877113,10.153725,12,ORANGE,Fischer
523,95.533867,8.134033,12,BLUE,Priestley
524,97.579498,12.039900,12,RED,Lister
525,92.803436,8.408031,-1,ORANGE,
526,89.918999,15.694189,12,ORANGE,Laue
527,92.813904,14.727699,12,ORANGE,Faraday
528,94.037338,24.911663,12,RED,Hawking
529,90.875381,26.630476,12,ORANGE,Salk
530,91.704651,30.755600,12,ORANGE,Agassiz
531,95.869423,31.537971,2,RED,Ceruss
532,97.419250,37.317993,2,WHITE,Carnelian
533,97.237808,39.876900,2,BLUE,Tourmal
534,95.953178,47.250664,2,YELLOW,Selen
535,90.257553,49.284840,2,BLUE,Cryol
536,97.760277,49.151257,2,BLUE,Danbur
537,92.068497,50.307652,2,WHITE,Fulgur
538,93.635254,56.515518,2,ORANGE,Andalus
539,94.401398,64.135536,2,RED,Quartz
540,96.153931,67.044411,2,RED,Born
541,92.907181,62.197994,2,RED,Galena
542,97.660965,72.073669,2,WHITE,Molybden
543,91.199196,73.119400,2,WHITE,Seraphin
544,97.396141,75.882149,29,RED,Lerishi
545,95.395340,74.121445,29,RED,Arloff
546,97.553856,81.065765,29,YELLOW,Arvada
547,93.317093,86.214928,29,ORANGE,Chandra
548,94.061447,83.208832,29,ORANGE,Tagra
549,92.196754,88.596306,23,ORANGE,Onyx
550,91.067108,94.882393,29,YELLOW,Durenia
551,92.206345,93.012260,23,ORANGE,Triphyl
552,96.236679,95.442825,23,YELLOW,Planche
553,96.885895,102.906342,23,BLUE,Titan
554,97.308403,109.239311,1,RED,Moth
555,94.710167,105.546928,1,WHITE,Snaglak
556,90.490852,112.328812,1,YELLOW,Yamarz
557,95.326996,116.403412,-1,RED,
558,92.023506,127.322266,44,BLUE,Both
559,100.366081,4.811467,-1,WHITE,
560,98.324333,3.494561,12,YELLOW,Elion
561,103.737175,9.052956,12,YELLOW,Pauling
562,101.104668,9.542118,12,ORANGE,Virchow
563,106.080406,23.451714,12,RED,Yalow
564,99.702934,20.924265,12,ORANGE,Edison
565,99.409500,28.050493,-1,BLUE,
566,103.912285,34.640942,2,RED,Atacam
567,99.814529,34.235970,2,ORANGE,Kyan
568,102.271179,39.500839,2,YELLOW,Jasper
569,101.515137,43.960953,2,YELLOW,Girasol
570,101.365631,54.387535,2,BLUE,Eudial
571,105.036354,50.831833,13,ORANGE,Inavar
572,101.597549,49.563744,13,YELLOW,Denobula
573,103.432899,57.839428,13,RED,Aldea
574,102.878029,55.989998,13,BLUE,Sobras
575,101.029396,59.878986,13,ORANGE,Loren
576,105.536232,66.918900,2,BLUE,Lepidol
577,102.765961,72.979294,2,PURPLE,Sapphire
578,101.626450,69.132019,2,RED,Zinc
579,101.042290,78.035301,2,WHITE,Muscov
580,101.175003,83.305763,23,ORANGE,Celest
581,98.528275,91.115303,23,RED,Stibn
582,104.439636,92.278664,23,RED,Girasol
583,102.908012,89.539581,23,RED,Sodal
